裝備名稱,裝備部位,基礎ATK/DEF,基礎穩定度,屬性分類,屬性名稱,屬性值1,屬性值2,說明,(英文)裝備名稱
4周年獵弓 III,弓,52,60,stats,long_range_damage,3,,,4th Anniv Bow III
,,,,,dex,3%,,,
,,,,,critical_damage,6,,,
,,,,,accuracy,9%,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,50,,,
,,,,,item_difficulty,75,,,
,,,,,cost,100,,,
,,,,,potential,27,,,
,,,,,materials,4周年銅牌#20,,,
4周年獵弓 VI,弓,70,60,stats,long_range_damage,4,,,4th Anniv Bow VI
,,,,,dex,4%,,,
,,,,,critical_damage,8,,,
,,,,,accuracy,12%,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,75,,,
,,,,,item_difficulty,100,,,
,,,,,cost,200,,,
,,,,,potential,30,,,
,,,,,materials,4周年銀牌#20,,,
4周年獵弓 V,弓,85,60,stats,long_range_damage,5,,,4th Anniv Bow V
,,,,,dex,5%,,,
,,,,,critical_damage,10,,,
,,,,,accuracy,15%,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,95,,,
,,,,,item_difficulty,125,,,
,,,,,cost,300,,,
,,,,,potential,32,,,
,,,,,materials,4周年金牌#20,,,
4周年獵弓 VI,弓,107,60,stats,long_range_damage,6,,,4th Anniv Bow VI
,,,,,dex,6%,,,
,,,,,critical_damage,10,,,
,,,,,anticipate,3,,,
,,,,,accuracy,18%,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,110,,,
,,,,,item_difficulty,140,,,
,,,,,cost,400,,,
,,,,,potential,36,,,
,,,,,materials,4周年獎牌•波姆#20,,,
4周年獵弓 VII,弓,125,60,stats,long_range_damage,6,,,4th Anniv Bow VII
,,,,,dex,6%,,,
,,,,,critical_damage,10,,,
,,,,,anticipate,6,,,
,,,,,accuracy,21%,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,130,,,
,,,,,item_difficulty,155,,,
,,,,,cost,500,,,
,,,,,potential,38,,,
,,,,,materials,4周年銅牌•波姆#20,,,
4周年獵弓 VIII,弓,145,60,stats,long_range_damage,6,,,4th Anniv Bow VIII
,,,,,dex,6%,,,
,,,,,critical_damage,10,,,
,,,,,anticipate,9,,,
,,,,,accuracy,24%,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,145,,,
,,,,,item_difficulty,170,,,
,,,,,cost,600,,,
,,,,,potential,41,,,
,,,,,materials,4周年銀牌•波姆#20,,,
4周年獵弓 IX,弓,166,60,stats,long_range_damage,7,,,4th Anniv Bow IX
,,,,,dex,7%,,,
,,,,,critical_damage,10,,,
,,,,,anticipate,12,,,
,,,,,accuracy,27%,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,160,,,
,,,,,item_difficulty,185,,,
,,,,,cost,700,,,
,,,,,potential,43,,,
,,,,,materials,4周年金牌•波姆#20,,,
4周年弩槍,弩,23,50,stats,atk,1%,,,4th Anniv Bowgun
,,,,,dex,1%,,,
,,,,,physical_pierce,3,,,
,,,,,aspd,100,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,1,,,
,,,,,item_difficulty,25,,,
,,,,,cost,1,,,
,,,,,potential,119,,,
,,,,,materials,4周年銅牌#5,,,
4周年弩槍 II,弩,44,50,stats,atk,2%,,,4th Anniv Bowgun II
,,,,,dex,2%,,,
,,,,,physical_pierce,6,,,
,,,,,aspd,200,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,25,,,
,,,,,item_difficulty,50,,,
,,,,,cost,10,,,
,,,,,potential,23,,,
,,,,,materials,4周年銅牌#10,,,
4周年弩槍 III,弩,69,50,stats,atk,3%,,,4th Anniv Bowgun III
,,,,,dex,3%,,,
,,,,,physical_pierce,9,,,
,,,,,aspd,300,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,50,,,
,,,,,item_difficulty,75,,,
,,,,,cost,100,,,
,,,,,potential,27,,,
,,,,,materials,4周年銅牌#20,,,
4周年弩槍 IV,弩,93,50,stats,atk,4%,,,4th Anniv Bowgun IV
,,,,,dex,4%,,,
,,,,,physical_pierce,12,,,
,,,,,aspd,400,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,75,,,
,,,,,item_difficulty,100,,,
,,,,,cost,200,,,
,,,,,potential,30,,,
,,,,,materials,4周年銀牌#20,,,
4周年弩槍 V,弩,113,50,stats,atk,5%,,,4th Anniv Bowgun V
,,,,,dex,5%,,,
,,,,,physical_pierce,15,,,
,,,,,aspd,500,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,95,,,
,,,,,item_difficulty,125,,,
,,,,,cost,300,,,
,,,,,potential,32,,,
,,,,,materials,4周年金牌#20,,,
4周年弩槍 VI,弩,143,50,stats,atk,6%,,,4th Anniv Bowgun VI
,,,,,dex,6%,,,
,,,,,physical_pierce,15,,,
,,,,,absolute_accuracy,2,,,
,,,,,aspd,600,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,110,,,
,,,,,item_difficulty,140,,,
,,,,,cost,400,,,
,,,,,potential,36,,,
,,,,,materials,4周年獎牌•波姆#20,,,
4周年弩槍 VII,弩,167,50,stats,atk,6%,,,4th Anniv Bowgun VII
,,,,,dex,6%,,,
,,,,,physical_pierce,15,,,
,,,,,absolute_accuracy,4,,,
,,,,,aspd,700,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,130,,,
,,,,,item_difficulty,155,,,
,,,,,cost,500,,,
,,,,,potential,38,,,
,,,,,materials,4周年銅牌•波姆#20,,,
4周年弩槍 VIII,弩,193,50,stats,atk,6%,,,4th Anniv Bowgun VIII
,,,,,dex,6%,,,
,,,,,physical_pierce,15,,,
,,,,,absolute_accuracy,6,,,
,,,,,aspd,800,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,145,,,
,,,,,item_difficulty,170,,,
,,,,,cost,600,,,
,,,,,potential,41,,,
,,,,,materials,4周年銀牌•波姆#20,,,
4周年弩槍 IX,弩,221,50,stats,atk,7%,,,4th Anniv Bowgun IX
,,,,,dex,7%,,,
,,,,,physical_pierce,15,,,
,,,,,absolute_accuracy,8,,,
,,,,,aspd,900,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,160,,,
,,,,,item_difficulty,185,,,
,,,,,cost,700,,,
,,,,,potential,43,,,
,,,,,materials,4周年金牌•波姆#20,,,
4周年法杖,法杖,29,60,stats,matk,1%,,,4th Anniv Staff
,,,,,int,1%,,,
,,,,,max_mp,100,,,
,,,,,physical_resistance,6,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,1,,,
,,,,,item_difficulty,25,,,
,,,,,cost,1,,,
,,,,,potential,19,,,
,,,,,materials,4周年銅牌#5,,,
4周年法杖 II,法杖,55,60,stats,matk,2%,,,4th Anniv Staff II
,,,,,int,2%,,,
,,,,,max_mp,200,,,
,,,,,physical_resistance,9,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,25,,,
,,,,,item_difficulty,50,,,
,,,,,cost,10,,,
,,,,,potential,23,,,
,,,,,materials,4周年銅牌#10,,,
4周年法杖 III,法杖,87,60,stats,matk,3%,,,4th Anniv Staff III
,,,,,int,3%,,,
,,,,,max_mp,300,,,
,,,,,physical_resistance,12,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,50,,,
,,,,,item_difficulty,75,,,
,,,,,cost,100,,,
,,,,,potential,27,,,
,,,,,materials,4周年銅牌#20,,,
4周年法杖 IV,法杖,117,60,stats,matk,4%,,,4th Anniv Staff IV
,,,,,int,4%,,,
,,,,,max_mp,400,,,
,,,,,physical_resistance,15,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,75,,,
,,,,,item_difficulty,100,,,
,,,,,cost,200,,,
,,,,,potential,30,,,
,,,,,materials,4周年銀牌#20,,,
4周年法杖 V,法杖,142,60,stats,matk,5%,,,4th Anniv Staff V
,,,,,int,5%,,,
,,,,,max_mp,500,,,
,,,,,physical_resistance,18,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,95,,,
,,,,,item_difficulty,125,,,
,,,,,cost,300,,,
,,,,,potential,32,,,
,,,,,materials,4周年金牌#20,,,
4周年法杖 VI,法杖,179,60,stats,matk,6%,,,4th Anniv Staff VI
,,,,,int,6%,,,
,,,,,max_mp,500,,,
,,,,,cspd,10%,,,
,,,,,physical_resistance,21,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,110,,,
,,,,,item_difficulty,140,,,
,,,,,cost,400,,,
,,,,,potential,36,,,
,,,,,materials,4周年獎牌•波姆#20,,,
4周年法杖 VII,法杖,209,60,stats,matk,6%,,,4th Anniv Staff VII
,,,,,int,6%,,,
,,,,,max_mp,500,,,
,,,,,cspd,20%,,,
,,,,,physical_resistance,24,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,130,,,
,,,,,item_difficulty,155,,,
,,,,,cost,500,,,
,,,,,potential,38,,,
,,,,,materials,4周年銅牌•波姆#20,,,
4周年法杖 VIII,法杖,242,60,stats,matk,6%,,,4th Anniv Staff VIII
,,,,,int,6%,,,
,,,,,max_mp,500,,,
,,,,,cspd,30%,,,
,,,,,physical_resistance,27,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,145,,,
,,,,,item_difficulty,170,,,
,,,,,cost,600,,,
,,,,,potential,41,,,
,,,,,materials,4周年銀牌•波姆#20,,,
4周年法杖 IX,法杖,277,60,stats,matk,7%,,,4th Anniv Staff IX
,,,,,int,7%,,,
,,,,,max_mp,500,,,
,,,,,cspd,40%,,,
,,,,,physical_resistance,30,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,160,,,
,,,,,item_difficulty,185,,,
,,,,,cost,700,,,
,,,,,potential,43,,,
,,,,,materials,4周年金牌•波姆#20,,,
4周年飛翼,魔導具,14,70,stats,matk,1%,,,4th Anniv Wings
,,,,,int,1%,,,
,,,,,evasion_regenerate,6,,,
,,,,,cspd,100,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,1,,,
,,,,,item_difficulty,25,,,
,,,,,cost,1,,,
,,,,,potential,19,,,
,,,,,materials,4周年銅牌#5,,,
4周年飛翼 II,魔導具,27,70,stats,matk,2%,,,4th Anniv Wings II
,,,,,int,2%,,,
,,,,,evasion_regenerate,9,,,
,,,,,cspd,200,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,25,,,
,,,,,item_difficulty,50,,,
,,,,,cost,10,,,
,,,,,potential,23,,,
,,,,,materials,4周年銅牌#10,,,
4周年飛翼 III,魔導具,43,70,stats,matk,3%,,,4th Anniv Wings III
,,,,,int,3%,,,
,,,,,evasion_regenerate,12,,,
,,,,,cspd,300,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,50,,,
,,,,,item_difficulty,75,,,
,,,,,cost,100,,,
,,,,,potential,27,,,
,,,,,materials,4周年銅牌#20,,,
4周年飛翼 IV,魔導具,58,70,stats,matk,4%,,,4th Anniv Wings IV
,,,,,int,4%,,,
,,,,,evasion_regenerate,15,,,
,,,,,cspd,400,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,75,,,
,,,,,item_difficulty,100,,,
,,,,,cost,200,,,
,,,,,potential,30,,,
,,,,,materials,4周年銀牌#20,,,
4周年飛翼 V,魔導具,71,70,stats,matk,5%,,,4th Anniv Wings V
,,,,,int,5%,,,
,,,,,evasion_regenerate,18,,,
,,,,,cspd,500,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,95,,,
,,,,,item_difficulty,125,,,
,,,,,cost,300,,,
,,,,,potential,32,,,
,,,,,materials,4周年金牌#20,,,
4周年飛翼 VI,魔導具,89,70,stats,matk,6%,,,4th Anniv Wings VI
,,,,,int,6%,,,
,,,,,evasion_regenerate,18,,,
,,,,,magic_pierce,4,,,
,,,,,cspd,600,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,110,,,
,,,,,item_difficulty,140,,,
,,,,,cost,400,,,
,,,,,potential,36,,,
,,,,,materials,4周年獎牌‧波姆#20,,,
4周年飛翼 VII,魔導具,104,70,stats,matk,6%,,,4th Anniv Wings VII
,,,,,int,6%,,,
,,,,,evasion_regenerate,18,,,
,,,,,magic_pierce,8,,,
,,,,,cspd,700,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,130,,,
,,,,,item_difficulty,155,,,
,,,,,cost,500,,,
,,,,,potential,38,,,
,,,,,materials,4周年銅牌‧波姆#20,,,
4周年飛翼 VIII,魔導具,121,70,stats,matk,6%,,,4th Anniv Wings VIII
,,,,,int,6%,,,
,,,,,evasion_regenerate,18,,,
,,,,,magic_pierce,12,,,
,,,,,cspd,800,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,145,,,
,,,,,item_difficulty,170,,,
,,,,,cost,600,,,
,,,,,potential,41,,,
,,,,,materials,4周年銀牌‧波姆#20,,,
4周年飛翼 IX,魔導具,138,70,stats,matk,7%,,,4th Anniv Wings IX
,,,,,int,7%,,,
,,,,,evasion_regenerate,18,,,
,,,,,magic_pierce,16,,,
,,,,,cspd,900,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,160,,,
,,,,,item_difficulty,185,,,
,,,,,cost,700,,,
,,,,,potential,43,,,
,,,,,materials,4周年金牌‧波姆#20,,,
4周年拳套,拳套,20,90,stats,short_range_damage,1,,,4th Anniv Knuckles
,,,,,agi,1%,,,
,,,,,dodge,6%,,,
,,,,,max_hp,300,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,1,,,
,,,,,item_difficulty,25,,,
,,,,,cost,1,,,
,,,,,potential,19,,,
,,,,,materials,4周年銅牌#5,,,
4周年拳套 II,拳套,38,90,stats,short_range_damage,2,,,4th Anniv Knuckles II
,,,,,agi,2%,,,
,,,,,dodge,9%,,,
,,,,,max_hp,600,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,25,,,
,,,,,item_difficulty,50,,,
,,,,,cost,10,,,
,,,,,potential,23,,,
,,,,,materials,4周年銅牌#10,,,
4周年拳套III,拳套,60,90,stats,short_range_damage,3,,,4th Anniv Knuckles III
,,,,,agi,3%,,,
,,,,,dodge,12%,,,
,,,,,max_hp,900,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,50,,,
,,,,,item_difficulty,75,,,
,,,,,cost,100,,,
,,,,,potential,27,,,
,,,,,materials,4周年銅牌#20,,,
4周年拳套 IV,拳套,81,90,stats,short_range_damage,4,,,4th Anniv Knuckles IV
,,,,,agi,4%,,,
,,,,,dodge,15%,,,
,,,,,max_hp,1200,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,75,,,
,,,,,item_difficulty,100,,,
,,,,,cost,200,,,
,,,,,potential,30,,,
,,,,,materials,4周年銀牌#20,,,
4周年拳套 V,拳套,99,90,stats,short_range_damage,5,,,4th Anniv Knuckles V
,,,,,agi,5%,,,
,,,,,dodge,18%,,,
,,,,,max_hp,1500,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,95,,,
,,,,,item_difficulty,125,,,
,,,,,cost,300,,,
,,,,,potential,30,,,
,,,,,materials,4周年金牌#20,,,
4周年拳套 VI,拳套,125,90,stats,short_range_damage,6,,,4th Anniv Knuckles VI
,,,,,agi,6%,,,
,,,,,dodge,18%,,,
,,,,,absolute_dodge,2%,,,
,,,,,max_hp,1800,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,110,,,
,,,,,item_difficulty,140,,,
,,,,,cost,400,,,
,,,,,potential,36,,,
,,,,,materials,4周年獎牌‧波姆#20,,,
4周年拳套 VII,拳套,146,90,stats,short_range_damage,6,,,4th Anniv Knuckles VIII
,,,,,agi,6%,,,
,,,,,dodge,18%,,,
,,,,,absolute_dodge,4%,,,
,,,,,max_hp,2100,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,130,,,
,,,,,item_difficulty,155,,,
,,,,,cost,500,,,
,,,,,potential,38,,,
,,,,,materials,4周年銅牌‧波姆#20,,,
4周年拳套 VIII,拳套,169,90,stats,short_range_damage,6,,,4th Anniv Knuckles VIII
,,,,,agi,6%,,,
,,,,,dodge,18%,,,
,,,,,absolute_dodge,6%,,,
,,,,,max_hp,2400,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,145,,,
,,,,,item_difficulty,170,,,
,,,,,cost,600,,,
,,,,,potential,41,,,
,,,,,materials,4周年銀牌‧波姆#20,,,
4周年拳套 IX,拳套,193,90,stats,short_range_damage,7,,,4th Anniv Knuckles IX
,,,,,agi,7%,,,
,,,,,dodge,18%,,,
,,,,,absolute_dodge,8%,,,
,,,,,max_hp,2700,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,160,,,
,,,,,item_difficulty,185,,,
,,,,,cost,700,,,
,,,,,potential,43,,,
,,,,,materials,4周年金牌‧波姆#20,,,
4周年寶槍,旋風槍,46,60,stats,atk,1%,,,4th Anniv Halberd
,,,,,agi,1%,,,
,,,,,stability,1,,,
,,,,,attack_mp_recovery,2,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,1,,,
,,,,,item_difficulty,25,,,
,,,,,cost,1,,,
,,,,,potential,19,,,
,,,,,materials,4周年銅牌#5,,,
4周年寶槍 II,旋風槍,88,60,stats,atk,2%,,,4th Anniv Halberd II
,,,,,agi,2%,,,
,,,,,stability,2,,,
,,,,,attack_mp_recovery,4,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,25,,,
,,,,,item_difficulty,50,,,
,,,,,cost,10,,,
,,,,,potential,23,,,
,,,,,materials,4周年銅牌#10,,,
4周年寶槍 III,旋風槍,139,60,stats,atk,3%,,,4th Anniv Halberd III
,,,,,agi,3%,,,
,,,,,stability,3,,,
,,,,,attack_mp_recovery,6,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,50,,,
,,,,,item_difficulty,75,,,
,,,,,cost,100,,,
,,,,,potential,27,,,
,,,,,materials,4周年銅牌#20,,,
4周年寶槍 IV,旋風槍,187,60,stats,atk,4%,,,4th Anniv Halberd IV
,,,,,agi,4%,,,
,,,,,stability,4,,,
,,,,,attack_mp_recovery,8,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,75,,,
,,,,,item_difficulty,100,,,
,,,,,cost,200,,,
,,,,,potential,30,,,
,,,,,materials,4周年銀牌#20,,,
4周年寶槍 V,旋風槍,227,60,stats,atk,5%,,,4th Anniv Halberd V
,,,,,agi,5%,,,
,,,,,stability,5,,,
,,,,,attack_mp_recovery,10,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,95,,,
,,,,,item_difficulty,125,,,
,,,,,cost,300,,,
,,,,,potential,32,,,
,,,,,materials,4周年金牌#20,,,
4周年寶槍 VI,旋風槍,286,60,stats,atk,6%,,,4th Anniv Halberd VI
,,,,,agi,6%,,,
,,,,,stability,5,,,
,,,,,accuracy,3%,,,
,,,,,attack_mp_recovery,12,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,110,,,
,,,,,item_difficulty,140,,,
,,,,,cost,400,,,
,,,,,potential,36,,,
,,,,,materials,4周年獎牌‧波姆#20,,,
4周年寶槍 VII,旋風槍,334,60,stats,atk,6%,,,4th Anniv Halberd VII
,,,,,agi,6%,,,
,,,,,stability,5,,,
,,,,,accuracy,6%,,,
,,,,,attack_mp_recovery,14,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,130,,,
,,,,,item_difficulty,155,,,
,,,,,cost,500,,,
,,,,,potential,38,,,
,,,,,materials,4周年銅牌‧波姆#20,,,
4周年寶槍 VIII,旋風槍,387,60,stats,atk,6%,,,4th Anniv Halberd VIII
,,,,,agi,6%,,,
,,,,,stability,5,,,
,,,,,accuracy,9%,,,
,,,,,attack_mp_recovery,16,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,145,,,
,,,,,item_difficulty,170,,,
,,,,,cost,600,,,
,,,,,potential,41,,,
,,,,,materials,4周年銀牌‧波姆#20,,,
4周年寶槍 IX,旋風槍,443,60,stats,atk,7%,,,4th Anniv Halberd IX
,,,,,agi,7%,,,
,,,,,stability,5,,,
,,,,,accuracy,12%,,,
,,,,,attack_mp_recovery,18,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,160,,,
,,,,,item_difficulty,185,,,
,,,,,cost,700,,,
,,,,,potential,43,,,
,,,,,materials,4周年金牌‧波姆#20,,,
4周年寶刀,拔刀劍,11,70,stats,short_range_damage,1,,,4th Anniv Katana
,,,,,dex,1%,,,
,,,,,unsheathe_attack_multiplier,2,,,
,,,,,critical_rate,2,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,1,,,
,,,,,item_difficulty,25,,,
,,,,,cost,1,,,
,,,,,potential,19,,,
,,,,,materials,4周年銅牌#5,,,
4周年寶刀 II,拔刀劍,22,70,stats,short_range_damage,2,,,4th Anniv Katana II
,,,,,dex,2%,,,
,,,,,unsheathe_attack_multiplier,4,,,
,,,,,critical_rate,4,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,25,,,
,,,,,item_difficulty,50,,,
,,,,,cost,10,,,
,,,,,potential,23,,,
,,,,,materials,4周年銅牌#10,,,
4周年寶刀 III,拔刀劍,34,70,stats,short_range_damage,3,,,4th Anniv Katana III
,,,,,dex,3%,,,
,,,,,unsheathe_attack_multiplier,6,,,
,,,,,critical_rate,6,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,50,,,
,,,,,item_difficulty,75,,,
,,,,,cost,100,,,
,,,,,potential,27,,,
,,,,,materials,4周年銅牌#20,,,
4周年寶刀 IV,拔刀劍,46,70,stats,short_range_damage,4,,,4th Anniv Katana IV
,,,,,dex,4%,,,
,,,,,unsheathe_attack_multiplier,8,,,
,,,,,critical_rate,8,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,75,,,
,,,,,item_difficulty,100,,,
,,,,,cost,200,,,
,,,,,potential,30,,,
,,,,,materials,4周年銀牌#20,,,
4周年寶刀 V,拔刀劍,56,70,stats,short_range_damage,5,,,4th Anniv Katana V
,,,,,dex,5%,,,
,,,,,unsheathe_attack_multiplier,10,,,
,,,,,critical_rate,10,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,95,,,
,,,,,item_difficulty,125,,,
,,,,,cost,300,,,
,,,,,potential,32,,,
,,,,,materials,4周年金牌#20,,,
4周年寶刀 VI,拔刀劍,71,70,stats,short_range_damage,6,,,4th Anniv Katana VI
,,,,,dex,6%,,,
,,,,,unsheathe_attack_multiplier,10,,,
,,,,,physical_pierce,4,,,
,,,,,critical_rate,12,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,110,,,
,,,,,item_difficulty,140,,,
,,,,,cost,400,,,
,,,,,potential,36,,,
,,,,,materials,4周年獎牌‧波姆#20,,,
4周年寶刀 VII,拔刀劍,83,70,stats,short_range_damage,6,,,4th Anniv Katana VII
,,,,,dex,6%,,,
,,,,,unsheathe_attack_multiplier,10,,,
,,,,,physical_pierce,8,,,
,,,,,critical_rate,14,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,130,,,
,,,,,item_difficulty,155,,,
,,,,,cost,500,,,
,,,,,potential,38,,,
,,,,,materials,4周年銅牌‧波姆#20,,,
4周年寶刀 VIII,拔刀劍,96,70,stats,short_range_damage,6,,,4th Anniv Katana VIII
,,,,,dex,6%,,,
,,,,,unsheathe_attack_multiplier,10,,,
,,,,,physical_pierce,12,,,
,,,,,critical_rate,16,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,145,,,
,,,,,item_difficulty,170,,,
,,,,,cost,600,,,
,,,,,potential,41,,,
,,,,,materials,4周年銀牌‧波姆#20,,,
4周年寶刀 IX,拔刀劍,110,70,stats,short_range_damage,7,,,4th Anniv Katana IX
,,,,,dex,7%,,,
,,,,,unsheathe_attack_multiplier,10,,,
,,,,,physical_pierce,16,,,
,,,,,critical_rate,18,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,160,,,
,,,,,item_difficulty,185,,,
,,,,,cost,700,,,
,,,,,potential,43,,,
,,,,,materials,4周年金牌‧波姆#20,,,
4周年盾牌,盾牌,0,,stats,guard_regenerate,8,,,4th Anniv Shield
,,,,,guard_power,24,,,
,,,,,vit,1%,,,
,,,,,aggro,3,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,1,,,
,,,,,materials,4周年銅牌#5,,,
4周年盾牌 II,盾牌,5,,stats,guard_regenerate,9,,,4th Anniv Shield II
,,,,,guard_power,27,,,
,,,,,vit,2%,,,
,,,,,aggro,6,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,10,,,
,,,,,materials,4周年銅牌#10,,,
4周年盾牌 III,盾牌,10,,stats,guard_regenerate,10,,,4th Anniv Shield III
,,,,,guard_power,30,,,
,,,,,vit,3%,,,
,,,,,aggro,9,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,100,,,
,,,,,materials,4周年銅牌#20,,,
4周年盾牌 IV,盾牌,16,,stats,guard_regenerate,11,,,4th Anniv Shield IV
,,,,,guard_power,33,,,
,,,,,vit,4%,,,
,,,,,aggro,12,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,200,,,
,,,,,materials,4周年銀牌#20,,,
4周年盾牌 V,盾牌,22,,stats,guard_regenerate,12,,,4th Anniv Shield V
,,,,,guard_power,36,,,
,,,,,vit,5%,,,
,,,,,aggro,15,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,300,,,
,,,,,materials,4周年金牌#20,,,
4周年盾牌 VI,盾牌,30,,stats,guard_regenerate,13,,,4th Anniv Shield VI
,,,,,guard_power,38,,,
,,,,,vit,5%,,,
,,,,,fractional_barrier,2,,,
,,,,,aggro,18,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,400,,,
,,,,,materials,4周年獎牌‧波姆#20,,,
4周年盾牌 VII,盾牌,36,,stats,guard_regenerate,13,,,4th Anniv Shield VII
,,,,,guard_power,38,,,
,,,,,vit,5%,,,
,,,,,fractional_barrier,4,,,
,,,,,aggro,21,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,500,,,
,,,,,materials,4周年銅牌‧波姆#20,,,
4周年盾牌 VIII,盾牌,45,,stats,guard_regenerate,13,,,4th Anniv Shield VIII
,,,,,guard_power,38,,,
,,,,,vit,5%,,,
,,,,,fractional_barrier,6,,,
,,,,,aggro,24,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,600,,,
,,,,,materials,4周年銀牌‧波姆#20,,,
4周年盾牌 IX,盾牌,54,,stats,guard_regenerate,14,,,4th Anniv Shield IX
,,,,,guard_power,39,,,
,,,,,vit,5%,,,
,,,,,fractional_barrier,8,,,
,,,,,aggro,27,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,700,,,
,,,,,materials,4周年金牌‧波姆#20,,,
4周年髮帶,追加裝備,1,,stats,mdef,400,,,4th Anniv Hat
,,,,,str,4%,,,
,,,,,int,4%,,,
,,,,,vit,4%,,,
,,,,,agi,4%,,,
,,,,,dex,4%,,,
,,,,obtain,type,other,,,
,,,,,name,雜貨舖購買,,,
,,,,,map,活動期間,,,
4周年帽子,追加裝備,1,,stats,def,400,,,4th Anniv Headband
,,,,,str,4%,,,
,,,,,int,4%,,,
,,,,,vit,4%,,,
,,,,,agi,4%,,,
,,,,,dex,4%,,,
,,,,obtain,type,other,,,
,,,,,name,雜貨舖購買,,,
,,,,,map,活動期間,,,
5周年髮帶,追加裝備,1,,stats,mdef,500,,,5th Anniv Hat
,,,,,str,5%,,,
,,,,,int,5%,,,
,,,,,vit,5%,,,
,,,,,agi,5%,,,
,,,,,dex,5%,,,
,,,,obtain,type,other,,,
,,,,,name,雜貨舖購買,,,
,,,,,map,活動期間,,,
5周年帽子,追加裝備,1,,stats,def,500,,,5th Anniv Headband
,,,,,str,5%,,,
,,,,,int,5%,,,
,,,,,vit,5%,,,
,,,,,agi,5%,,,
